,text
9,6位潮人教你
10,买得起还要
11,衬得出
12,秋冬大热
13,李冰冰
14,制服诱惑
15,激情佛罗伦萨
16,林夕
17,50
18,个秒杀他的
19,幸福是种感知力
20,魅惑绝技
21,时装是天堂
22,明星御用化妆师支招
23,还是炼狱
24,终结无印象脸
25,The hottest 
26,时尚杂志2011年第21期总第348期
27,1S51005-1988
28,打造我品牌
29,977100198092
30,SN1005-1988(国际标准刊号)CN11-3327/GO(国内统一刊号)定价:￥20K$30
31,31
0,TAN 
1,DECEMBER2011 
2,本刊与美国
3,《COSMOPOLITAN 
4,版权合作
5,2月号
6,初
7,平静爆发力
8,HotPeople 
9,黑天鹅米拉·库妮丝
10,客座金星:我是
11,变女人不是装女人
12,《男人帮》编剧唐:爱情是个鬼
13,2011
14,刘诗诗对话原作桐华
15,成名步步惊心生活平平淡淡
16,山百惠之子
17,年度女性
18,三浦贵大
19,职场着装
20,12
21,招淘个优质
22,个亮点就足够
23,手男
24,COSMO 秘制
25,体验相亲魅力
26,培训班
27,11年第23期总第350期
28,IssN1005-1988
29,时装周人卦图
30,9771005198115
31,100标CN1-0
32,32
0,TAN 
1,JANUARY2011 
2,本与美国
3,尚
4,版权合作
5,Gossip Girl 
6,莉顿·特
7,成长不是靠脸蛋
8,那么简单
9,1月号邮发代号46-199
10,金马最佳女配角郝蕾
11,COSMO 宣言
12,遇爱、遇到性
13,遇到了解
14,用奋挣背景
15,款造型
16,改造名媛风
17,警惕!让肌肤
18,真品位胜过伪上流
19,变糟的10件事
20,羽绒服穿出时髦感
21,开春发型
22,男人为什么
23,新趋势
24,当小三?
25,性是不可省略的日程表
26,爱是一生的试用品
27,高科技提升
28,美容力
29,19
30,位艺术大师
31,蔡志忠
32,AnnaSu 、
33,新锐创意人
34,包益民王
35,张小盒…
36,台湾第一帅
37,高以翔
38,画说未来美
39,时尚杂志2011年第01期总第328
40,issn1005-1988
41,inting lomorr 
42,www .hicosmo.com
43,9771005198115
44,. sina.com.cn/cosmopolitar
45,45
0,時
1,FEBRUARY2011 
2,本与美国
3,尚
4,合作
5,“巧克力肌美男
6,崔始源
7,凡妮莎·迪丝
8,2月号邮发代号46-199
9,爱让约翰尼德普
10,浪头
11,汤唯
12,左旋肉、白度、啤酒母粉
13,我的爱情现在是零
14,最热的口服
15,减肥药怎么吃?
16,台湾Pb女王黄小
17,女人没那么简单
18,预览全球奢华酒店
19,梦幻房
20,保护你的情史
21,和大厨学
22,如同隐私
23,做“爱”
24,件时尚单品
25,穿全年
26,High翻情人夜
27,业/康水
28,明知故犯的
29,筷子兄弟
30,穿衣越界法则
31,58
32,位魅力男人
33,招身体局部
34,雕塑法
35,给COSMO 女郎的
36,SEXY小升级
37,爱情微博
38,时尚志201年第0期总第3301
39,issn1005-1988
40,www .hicosmo.com
41,977100198115
42,ss100-(国际标准刊号c33(国内统一刊号)定价:￥20hK30
43,43
0,寺C
1,LITAN 
2,MARCH2011 
3,本刊与美国
4,KCOSMOPOLITANY 
5,版权合作
6,章子怡
7,我不是一个骄傲的人
8,3月
9,凯特摩丝
10,从时尚偶像到时代偶像
11,每个爱情备胎
12,吴秀波
13,都有代价
14,越潜伏越迷人
15,早春海外巨制
16,棉棉虚荣是一种把戏
17,爱琴海漫游记
18,30
19,预热春夏
20,警惕眼妆地雷
21,件必备
22,炭美食
23,潮流单品
24,正流行
25,金融/T/律师/艺术
26,TOP10职男优劣大比拼
27,职业决定他
28,是不是好老公
29,Money 
30,如何混迹时尚圈?
31,New Way 
32,把肌肤的未来
33,交给整形医生
34,招拯救OL
35,玩出职业
36,发型尴尬
37,好钱途
38,时尚杂志2011年第05期总第332期
39,ISS1005-1988
40,www .hicosmo.com
41,771005198092
42,N1006-1988(国际标准刊号)C11-3327/GO(国内统一刊号)定价:
43,43
0,APRIL2011 
1,本刊与美国
2,《COSMOPOLITAN 》
3,版权合作
4,蔡康永VS林熙蕾
5,4月号
6,Nature 
7,建立你的
8,ssue身体是
9,最好的大自然
10,择偶白信
11,鲜橙橘/番茄红/柠檬黄/苹果绿
12,撞出春夏时髦色
13,红不红
14,14
15,招让
16,我都是
17,紧肤手术
18,杨幂
19,靠边站!
20,到哪里艳遇
21,好男人?
22,大美容
23,6
24,灵修地
25,让灵魂都能变美丽
26,职场女郎
27,艺术范儿
28,高潮什么感觉?
29,时尚杂志2011年第07期总第334
30,ISS1005-1988
31,www .hicosmo.com
32,9771005198092
33,1国际标.com .em80e
34,SSN1005-1988(国际标准号:C
35,35
0,C
1,TAN 
2,MAY2011 
3,本刊与美国
4,COSMCPOLITANX 
5,版权合作
6,赵薇
7,一辈子持有青春护照
8,宅男彭浩翔
9,5月号邮发代号0
10,从小就不是纯情的人
11,爱情要不要听
12,GOSSIP 
13,父母的话
14,时装周
15,读懂
16,你的情致
17,Q时装编辑
18,大搭配秘诀
19,职场
20,减压装
21,拯救肌肤
22,如何光感
23,靓一夏
24,厌食症
25,身体也要美白
26,聪明调配
27,办公室布局
28,原生态遁世
29,猫科时代我选我爱
30,度假村
31,时尚杂志2011年第09期总第336期
32,个人OM
33,IsN1005-1988
34,www .hicosmo.com
35,ISSN1005-1988(国际标准刊号)CN11-3327/GO(国
36,时尚
37,37
0,時
1,TAN 
2,JUNE2011 
3,本刊与美国
4,COSMCPOLITAN 
5,尚
6,版权合作
7,张雨绮
8,爱情心路首次告白
9,幸福是和自己PK
10,6月号邮发代号:46-199
11,克里斯汀·斯图特
12,日本性感女王
13,今夏变身
14,苍井空
15,“吸血鬼的新娘”
16,像男人一样性
17,像女人一样爱
18,新李桃花品
19,50+
20,穿对就行
21,男人缘
22,肤浅派”护肤
23,护肤也要快乐至上
24,夏日艳色
25,办公室化妆
26,薄西服
27,要出彩
28,青春不老的职业
29,男人下床报告
30,泡吧必
31,酒吧着点西调略
32,时尚杂志2011年第11期总第338期
33,ISSN1005-1988
34,www .hicosmo.com
35,9771005198092
36,51005-198(国际标
37,时尚SM
38,38
0,JULY2011 
1,( 
2,版权合作
3,酒井法子
4,再也不爱帅男人
5,7月号发代1
6,方大同
7,有机新性感
8,封面巨制
9,《雪花秘》制片人
10,邓文迪
11,人生是一部大片
12,你是自己的导演
13,人法
14,起人
15,追求欲
16,穿得年轻
17,又不装嫩
18,混血美女
19,魅力揭秘
20,塑造职场夏装
21,明星闺蜜美妆淘
22,权威感
23,16
24,条被夸大的
25,美容神话
26,找男人要人品
27,何成为
28,也要床品
29,时向志2011年第期总第40期
30,it 
31,ISs1005-1988
32,32
0,C0
1,AUGUST2011 
2,合作
3,8
4,时尚2年15期总
5,issN1005-1988
6,www .hicosmo.com
7,孔子書网
8,100-际标号-32G国内线一定价:￥20K30
9,www .kongfz.com
10,10
0,SEPTEMBER2011 
1,合作
2,州青春新偶像
3,9月号邮发代号461
4,青春就要合理挥霍
5,摄影师Wing Shya 掌镜
6,李娜独
7,独家专访
8,Adele 
9,活得真才能赢得爽
10,英伦灵魂歌后
11,2011秋冬
12,趋势全导航
13,你会放电吗
14,11位半红明星
15,12家全球必逛
16,教你诱惑术
17,美妆连锁
18,潮爆新季
19,美容小药丸
20,十人流行色
21,懒人指南
22,初秋水润不水肿
23,我这么好可没有男人爱我
24,好女孩做的
25,不做第
26,做唯
27,坏事情
28,Number 
29,时尚杂志2011年第17期总第344期
30,issn1005-1988
31,www .hicosmo.com
32,9771005198115
33,2030
34,34
0,TAN 
1,& FASHION
2,OCTOBER2012 
3,本刊与美国
4,版权合作
5,9
6,刘亦菲
7,我不乖我很Tough 
8,10月号邮发代号41
9,王力宏
10,建立心边界
11,我最大的野心
12,他会更爱你
13,就是情感表达
14,时尚女编辑
15,郑嘉颖
16,我不敢说懂女人
17,眼里的
18,《时尚女编辑》
19,沉醉酒红高度闪耀…
20,招换季
21,大变身
22,套头衫时髦入冬
23,周速成
24,牛津、剑桥、早稻田
25,最受欢迎新人
26,最牛大学女生告诉你
27,名饺女生
28,时尚杂志2012年第19期总第370期
29,IssN1005-1988
30,19
31,名校活
32,www .hicosmo.com
33,ss100-198【国际标准刊号C11-3327/C(国内统一刊号)双刊总价:￥20(K$30
34,34
0,0
1,BFAUTY 
2,OCTOBER2012 
3,本刊与美国
4,COSMOPOLITAN 
5,版权合作
6,贾斯汀比伯女友
7,10月号出发代号-109
8,赛琳娜
9,初夜文身整
10,让全世界女孩
11,羡慕嫉妒恨
12,9
13,7家落户中国的
14,世界名牌餐厅
15,治愈系男人
16,COSMO 独家调查
17,哪款适合你
18,100个
19,肌曲线动作
20,让你的身体
21,男人的
22,变柔软吧!
23,性愿望
24,堪比千元眼霜的眼保操
25,成功转行
26,有秘诀
27,击败衰老
28,无懈可击
29,www .hicosmo.com
30,@刘亦菲吧官方
31,issn1005-1988(国际标准刊号)Cn1-3327/go国内weibo .co/
32,32
0,TAN 
1,& BEAUTY
2,FASHION 
3,NOVEMBER2012 
4,NOVEMBER2012 
5,《COSMOPOLITAN 
6,11月号邮发代号:46-199
7,完美肌肤
8,ngelabal 
9,魔方图案
10,Angelababy 
11,"美得立体,活得"
12,艳色大衣
13,敢爱敢恨
14,华丽丝绒
15,单身可以做
16,倪安东
17,有勇友不要做的事
18,泰勒斯威芙特
19,秋冬更要
20,女孩有点小难搞
21,她曾经打败碧昂斯
22,男人才会珍惜
23,金属妆来袭
24,穿醒目
25,明星和他的
26,普通朋友
27,成为更棒的情人
28,36
29,新人VS偶像
30,、
31,职场金字塔
32,晋升有密码
33,激活正能量
34,珠宝人咖秀
35,公主病
36,活出单身美
37,时尚杂志2012年第21期总第372期
38,你有吗?
39,ISSN1005-1988
40,www .hicosmo.com 
41,www .hicosmo.com
42,issN1005-1988(国际标准刊号)CN11-3327/GO(国内统一刊号)
43,@时尚
44,ISSN105-1988国标标准刊号)CN11-3327/GO(国内统一刊号)双刊总价:￥2
45,45
0,& BEAUTY
1,DECEMBER2012 
2,本刊与美国
3,COSMOPOLITAN )
4,版权合作
5,2月号邮发代号40
6,别急着把
7,爱情变亲情
8,瘦脸针的秘密
9,20岁身材16岁年龄
10,章子怡
11,塑身女王郑多莲
12,梁朝伟
13,《一代宗师》
14,命运选择我
15,亮迷男人眼
16,我选择自己
17,年底焕肤
18,充电计划
19,凡妮莎哈金斯
20,甜心其实有点疯
21,COSMO 
22,全球美容编辑
23,最爱美妆品
24,新欲女
25,敢要才会有
26,我要加薪我要礼物我要社交
27,www .hicosmo.com
28,ISSN1005-1988(国际标准刊号)CN11-3327/GO(国内统一
29,时尚COSMO 
30,30
0,寺
1,OPO 
2,BER2012 
3,本刊与天国
4,SMOPOLITAN 
5,版权合作
6,12月号邮发代号4
7,万导价女作家笛安
8,我不相信
9,梁朝伟
10,成熟这回事
11,章子怡
12,《一代宗师》
13,衣锦夜行的燕公子
14,直在体会
15,泡男人也是
16,“痴”的感觉
17,正经事
18,把高街
19,穿高级
20,COSMO 
21,运动鞋怎么选才时髦
22,与12星座老板
23,年度女性与你分享
24,相处秘籍
25,个方
26,方法
27,时尚杂志2012年第23期总第374期
28,N1005-1988
29,近梦想
30,www .hicosmo.com
31,ss1005-198B(国际标准刊号CN11-3327/(国内统一刊号)双刊总价:￥20(HK$30
32,32
0,時
1,1
2,時
3,COSMOPOLITAN 
4,& FASHION
5,& BEAUT
6,JANUARY2012 
7,UARY2012 
8,《OSMOPOLITAN 
9,版权合作
10,版权合作
11,双面周迅
12,1月号邮发代号:46-19
13,我希望大家都相爱
14,1月号邮发代号46-199
15,时装圈
16,隆我不是好情人
17,后宫
18,奢侈品
19,那点事
20,哑光妆
21,冬季运动装
22,高跟鞋立场
23,不如坏女人
24,上你在年会上
25,脱颖而出
26,过得好
27,&
28,COSMO &FASHIO
29,特别策划
30,COSMO &FASHION
31,COSMO &BEAUT
32,COSMO &
33,双刊
34,012
35,最值得
36,期待
37,时尚杂志2012年第0
38,ISSN1005-1988
39,时尚COSM
40,的事
41,weibo .poltan 
42,.hicosmo.com
43,sN1005-1988(国际标准刊号)C11-3327/GO(国内刊
44,刊号定价:￥20hK$30
45,45
0,COSMOPOLITAN 
1,& BEAUTY
2,& FASHION
3,RUARY2012 
4,FEBRUARY2012 
5,美
6,《( COSMOPOLIT
7,版权合作
8,版权合作
9,高圆圆
10,高圆圆
11,复杂末遂
12,2月号邮发代号6-199
13,"选择冒险,爱上"
14,上未知
15,2月号邮发代号46199
16,陈道明/倪震/钮承泽
17,艾玛沃森
18,重量级美妆达男帮你
19,栋旭
20,离开哈利·波特
21,魅力大叔为你解开
22,后的新冒险
23,美妆零错误
24,衣静
25,内温暖的男纸
26,爱情永恒的疑问
27,找男人
28,款极致美装
29,要交朋友
30,情人节怒放
31,更要泛社交
32,女孩儿
33,坏性格激发职场潜能
34,也爱
35,24
36,改装车
37,款美妆品
38,真人版闺蜜分享
39,菜鸟也能变达人
40,掌握內心动机
41,明星情
42,幸福你说了算
43,青春
44,短发也性感
45,迷人人变身
46,到
47,样
48,了
49,是唯一版本
50,御萝
51,时尚杂志2012年第02期总第354期
52,ISN1005-1988
53,年轻时SN
54,mo .com
55,s100-19(国际准
56,.com/co
57,￥20Hs30
58,58
0,COS 
1,COSMOPOLITAN 
2,& FASHION
3,UTY 
4,MARCH2012 
5,ARCH2012 
6,《COSMOPOLITAN 
7,版权合作
8,北欧王子
9,杰克杰伦哈尔
10,金陵十三
11,十三钗》
12,张大春
13,《金陵十三钗》
14,倪妮
15,庸俗的人生
16,模仿廉价的小说
17,倪妮
18,我的内心藏着
19,ARTY 
20,古典容颜摩登心
21,座火
22,SHOPPING 
23,艺术
24,轻撞色
25,如何成为时装精
26,衍生品
27,撞出桃花运
28,正当红
29,女星带你
30,全面更新
31,春夏衣橱
32,(1
33,美女妇科医生
34,艾玛·斯通
35,私房护理秘籍
36,蜘蛛侠新女友
37,萝莉回潮
38,眼周4大问题
39,按按全消
40,唤醒身体里的
41,性感女神
42,想找
43,时尚杂志2012年第03期总第356期
44,ISSN1005-1988
45,Is1005-1988
46,先做
47,@时尚OSMOPOLITA 
48,www .hicosmo.com
49,www ..com
50,9771005198122
51,ss100-1988(国际标准刊号)CN11-327/GO(国内统一刊号)双刊总价:￥20hk$30
52,9771005198122
53,.
54,54
0,& FASHION
1,APRIL2012 
2,本刊与美国
3,《COSMOPOLITAN 
4,版权合作
5,晚秋》汤唯
6,活得尽兴
7,4月号邮发代号:46-199
8,能演得感性
9,赌王宠女何超云
10,余文乐
11,我的爱情
12,VS彭浩翔
13,不需要向谁交代
14,不只帅
15,花朵大热
16,不只坏
17,时尚不是
18,花漾年华
19,干冷倔丧
20,12
21,招
22,玩玩
23,穿对明星范儿
24,The meaning of time 
25,髦宫心计
26,做个岁月神偷
27,老板解读
28,这样你才能升职
29,秒
30,时尚杂志2012年第04期总第358期
31,ISSN1005-1988
32,变Fashion 
33,www .hicosmo.com
34,9771005198122
35,issn1005-1988(国际标准刊号N-3327/G(国内统一刊号双刊总价:￥20k30
36,36
0,& BEAUTY
1,APRIL2012 
2,本刊与美国
3,《COSMOPOLITAN 》
4,版权合作
5,晚秋》汤唯
6,4月号发代号461
7,爱情风衣
8,暖自知
9,深爱情的
10,白岩松
11,规则
12,下午影
13,从过
14,IMX美白
15,款
16,精选新品
17,李敏镐独家专访!
18,从花样正太到不羁情人
19,调调性情
20,明星为什么瘦得这么快
21,外貌协会女生分享
22,帅哥男友靠谱吗
23,时尚杂志2012年第04期总第358期
24,IsN1005-1988
25,女人什么时候该Man?
26,什么时候该女人?
27,www .hicosmo.com
28,9771005198122
29,sSN1005-1988(国际标准刊号)C11-3327/O(内统刊号双总价:￥20hk30
30,30
0,時
1,& FASHIC
2,BEAUTY 
3,MAY2012 
4,MAY2012 
5,( 
6,版权合
7,权合作
8,张柏芝
9,张柏芝
10,讨厌我的人
11,人生美
12,5月发代号469
13,我会爱你们
14,5月号代号
15,更要
16,GUcc创意总监
17,红影师陈漫
18,helax 
19,Frida Giannini 
20,要时髦
21,感世界
22,新晋火辣德普女
23,更要独特
24,更在
25,艾梅柏希尔德
26,那件小我没听妈妈的
27,全球联动采访
28,聪孩容易犯的
29,小实证明我对了
30,每个女人都该有间屋
31,爱情错误
32,图案花朵薄纱蕾丝
33,柔美新夏装
34,肉怎么瘦
35,律师投行时尚买手
36,品质上流
37,看上去很美
38,女性
39,容大奖微博评鉴团启动
40,价格亲民
41,实际上呢?
42,个
43,大牌潜力股
44,款
45,各路护肤达人听谁的
46,2012秋冬时装剧透
47,最热美白精华
48,赵又廷
49,第一次坦白内心黑洞
50,容
51,你要
52,时尚杂志2012年第0期总第300期
53,时尚杂志2012年第05期总3
54,issn1005-1988
55,揭秘!
56,iss1005-1988
57,@时尚COSMOPOLITAN 
58,www .hicosmo.com
59,S1005-19(国际标准刊号)1-327/0(国内统一刊号】双刊总价:￥20(HK30
60,weibo .cor/cosmopolitan
61,61
0,& BEAU
1,June2012 
2,画皮2》魔幻女主角
3,赵薇
4,6极的利
5,"下一站,青春"
6,6位极致型男
7,为你探秘男人心
8,詹妮弗劳伦斯
9,我是你们的反偶像
10,大男人的小放荡
11,“美容大奖”微博评鉴团
12,别人都说我们长不了
13,12
14,款最热
15,不般配组合的成功秘密
16,防晒隔霜
17,款美体霜
18,躺着也能
19,爱美丽才会更美丽
20,巴黎女人的
21,美妆机密
22,28位明星、专家
23,与你分享
24,赶走蝴蝶臂
25,的
26,义
27,尚OSMOPOLITAN 
28,@时尚
29,www .hicosmc.com
30,weibo .
31,31
0,June2012 
1,本刊与美国
2,COSMOPOLITAN 
3,版权合作
4,《画皮2》魔幻女主角
5,赵薇
6,6月号邮发代号:46-199
7,我的眼睛
8,COSMO 权威专家给你答案
9,透我的人生
10,性格不合
11,李治廷
12,天才恶魔
13,能在一起吗?
14,香港金牌经纪
15,霍汶希我是自己
16,人生的经纪人
17,金线珠绣裸
18,你也可以
19,魅惑入骨
20,创意办公室
21,为工作添魔力
22,款全新
23,6
24,黑白配
25,惊场
26,COSMO 为你解密
27,最该拥有的奢侈品
28,一场秀是
29,怎样炼成的
30,自信
31,时尚杂志2012年第06期总第362
32,ISSN1005-1988
33,女BOSS写给年轻女孩
34,www .hicosmo.com
35,9771005198122
36,100-198(国际标准号n3327/国内统本尚O
37,37
0,COSMOPOLITAN 
1,ULY2012 
2,乐观是
3,最好的面霜
4,人是
5,好莱坞最美面
6,拉邦
7,变坏的
8,危险是种力
9,Hot 
10,summer cool 
11,酷夏美容专辑
12,时尚达人意推荐
13,着做你也能
14,有最美
15,30
16,个美容流言
17,你别信
18,3堂约会课
19,把对象
20,升级为男友
21,..
22,--
23,23
0,時
1,& FASHION
2,尚
3,JULY2012 
4,本刊与美国
5,COSMOPOLITAN 
6,版权合作
7,姚晨
8,7月号邮发代号:46-199
9,做有趣的女人比
10,做时尚的女人更FUN
11,黄勃矢野告二……5个靠枕型男
12,我不是花美男
13,传奇现代舞大师Blanca 
14,你最美的
15,但我知女人心
16,衣服是身体
17,职场
18,须
19,fashionable .
20,邓超
21,男人的性感
22,=兽性+感性
23,造型示范
24,胖MM一样
25,穿出好身材
26,燃情流苏
27,单女
28,23
29,问
30,独
31,职场菜鸟
32,PK老枪
33,略
34,时尚杂志2012年第13期总第364
35,ISSN1005-1988
36,www .hicosmo.com
37,IS1001988(国际标准刊号)CN1132
38,尚osmo
39,39
0,時
1,COSMOPOLITAN 
2,尚
3,& BEAUTY
4,AUGUST2012 
5,COSMOPOLITAN 
6,版合作
7,范冰冰
8,美的极限是
9,8月号邮发代号:46-199
10,自由的灵魂
11,4
12,步打造
13,心理医生管用吗
14,Body 
15,完美曲线
16,女人要做多面派
17,男人的身体真相
18,12
19,款最具补水力
20,保湿精华
21,19
22,周年
23,巨制
24,动感最性感
25,www .hicosmo.com
26,时尚COSMOPOLITAN 刊号CN
27,AN8国际标准刊号)CN11-3327/G(国内统一刊号
28,28
0,& FASHION
1,AUGUST2012 
2,COSMOPOLITAN 
3,范冰冰
4,只谈人不谈爱
5,8月号邮发代号:46-199
6,成功找到
7,时尚制
8,幽伦敦一默
9,时装风格
10,你必须做的8件事
11,"俗女什么时候,"
12,淑女
13,别给你的职业
14,踩急刹车
15,年
16,制
17,杂志2012年第15期总第36
18,IssN1005-1988
19,风情种做女人
20,www .hicosmo.com
21,9771005198122
22,时尚COSMOPOLITAN 2/G(国内统一刊总价20(H
23,23
0,0
1,& FASHION
2,TEMBER2012 
3,本刊与美国
4,KCOSMOPOLITAN 
5,版权合作
6,李宇春
7,Jean Paul Gaultier 
8,9月号邮发代号
9,叛逆
10,《甄媛传》作者流潋紫
11,就是活得更像自己
12,赢取挑选
13,李晨
14,勇人的自由
15,从狂风暴雨
16,到风和丽
17,人的能
18,职有廓形
19,才有气场
20,COSMO 微电影
21,时尚谋杀案
22,开发你自己
23,我身体里的另一个我
24,3前更好
25,的修是谈恋爱
26,th 
27,2012年第17期总第368期
28,IsN1005-1988
29,19
30,9770498122
31,时尚.hicosmo.com
32,国际标准统一刊号双刊总价:￥20(HK
33,33
0,& BEAUTY
1,SEPTEMBER2012 
2,( COSMOPOUTAN
3,版权合作
4,李宇春
5,再不开心就老了
6,9月号邮发代号:46199
7,女屌丝约会
8,蕾哈娜
9,装腔湳
10,限制级天后
11,在成长
12,高压达人分享
13,护肤品升级
14,分分钟干掉压
15,背后的秘密
16,权威冷
17,微博评鉴团
18,美妆榜
19,1
20,款人气
21,粉底
22,买了不后悔
23,男人的
24,青春期
25,有多长G
26,26
0,時
1,& FASHION
2,SEPTEMBER2012 
3,本刊与美国
4,《COSMOPOLITAN 》
5,版权合作
6,李宇春×Jean Paul Gaultier 
7,叛
8,9月号邮发代号:46-199
9,就是活得更像自己
10,《甄嬛传》作者流潋紫
11,李晨
12,赢取挑选
13,从狂风暴雨
14,男人的百由
15,到风和日丽
16,种不能向
17,爱人借的能力
18,职场有廓形
19,才有气场
20,COSMO 微电影
21,时尚谋杀案
22,我身体里的
23,另一个我
24,3岁前更好
25,的修行是谈恋爱
26,th 
27,IsN1005-1988
28,1
29,www .hicosmo.com
30,9771005198122
31,0598国际标时尚COSMO 统一刊号)双刊总价
32,时尚传媒集十周
33,网
34,com 
35,35
0,TEMBER2012 
1,本刊与美国
2,《COSMOPOLITAN 
3,版权合作
4,李宇春
5,而不开心就老了
6,9月号邮发代号:46-19
7,蕾哈娜
8,女屌丝约会
9,限制级天后
10,装腔指南
11,在成长
12,高压达人分享
13,护肤品升级
14,背后的秘密
15,分分钟干掉压力
16,权威冷门
17,美妆榜
18,买了不后悔
19,微博评鉴团
20,12
21,款人气
22,粉底
23,男人的
24,青春期
25,有多长19
26,th 
27,..com
28,时尚
29,NO国际标准刊号)CN11-3327/(国内统一刊号)
30,时尚传媒集团十九周年
31,31
0,時C
1,OCTOBER2013 
2,《OSMOPOLITAN 
3,版权合
4,尚
5,Angelababy 
6,输得起爱到底
7,(
8,OCTOBER2013 
9,《COSMO 
10,版权合作
11,Angelababy 
12,做自己的超级英雄
13,吴奇隆
14,朱茵
15,10月号邮发代号:46-199
16,慢热型男爱冒险
17,10月号邮发代号:46-199
18,女神行走世间路
19,不做女忍
20,强势男人
21,英伦新玫瑰
22,相处有道
23,凯瑞穆丽根
24,谁不迷恋
25,顶级羊
26,提升肌肤
27,新穿法成就
28,合水度
29,新比例
30,高效美妆品
31,媲美微整形
32,6越
33,帽子美人
34,COSMO 编辑
35,今秋最In
36,全程体验付费相亲
37,秋冬新袋
38,花钱就能找到
39,升百信度
40,爱情需要
41,多少平方米?
42,想老公吗
43,与老外交往
44,天然美物
45,舒适but时髦/奢华but先锋
46,你不知道的事
47,开运饰品
48,精致but高效/淑女but性感
49,生花
50,时尚杂志2013年第19期总第394期
51,ISSN1005-1988
52,时尚COSMO 
53,53
0,VEMBER2013 
1,NOVEMMBER2013 
2,COSMOPOLITAN 
3,《COSMOPOUITAN 
4,版权合
5,版权合作
6,《吸血鬼日记》新偶像
7,吸血鬼日记偶像
8,Nina Dobrev 
9,Nina dobrev 
10,天使与魔鬼
11,11月号邮发代号:46-199
12,青春最爱是冒险
13,11月号邮发代号:46-199
14,《破产姐妹
15,一辈子过青春
16,黄宗泽
17,金发尤物Beth Behrs 
18,想恋爱先练爱
19,宁财神
20,房祖名/雷克/吴克羣/戴军
21,潮人利器
22,爱情本质是化学
23,男人够Lovely 
24,才更懂Love
25,头衫
26,不是社会经济学
27,情手
28,是学来的
29,5
30,款你要拥
31,致美
32,经典美人鞋
33,lssue 
34,东方神秘
35,愈力
36,如果愿意
37,你可以生活
38,活美丽
39,爆
40,时尚杂志2013年第21期总第396期
41,Isn1005-1988
42,7G(国内统一刊号)
43,@时尚COSMO 
44,44
0,時
1,DECEMBER2013 
2,COSMOPOLITAN 
3,版权合作
4,张雨绮
5,8)
6,DECEMBER2013 
7,《COSMOPOLITANY 
8,版权合作
9,长丽绮
10,爱情让我更闪耀
11,自然是最
12,的信仰
13,锦荣
14,12月号邮发代号:46-199
15,天后的男人
16,12月号邮发代号:46-199
17,张译
18,每个女汉子
19,低调性感
20,女人都
21,经济适用
22,身体里都着女神
23,清纯诱惑
24,时装精
25,才知道的
26,4
27,混搭新法则
28,辰膏
29,超级大超级潮
30,穿上高跟鞋
31,打破天花板
32,男人说的哪些话
33,璀派对复古舞会
34,你不必听
35,职场红装亲密聚会
36,时装
37,尚杂志2013年第23期总第398
38,狂欢
39,女自造
40,ISSN1005-1988
41,在家就完成的美丽任务
42,1009国际标准利号C11-3327/C(国内统一刊号)
43,@时尚COSMO 
44,44
0,JANUARY2013 
1,Why not 等等幸福
2,穿高跟鞋的女人
3,月邮发代号甲
4,最有杀伤力
5,1月号邮发代号19
6,蔡康永
7,菲&凌潇肃
8,"这一次婚姻,这三"
9,孙俪
10,才会散发光芒
11,在现实中活出
12,自己的童话
13,00冬装
14,位国顶级大师亲授
15,极地观熊记
16,超人一等的
17,华彩
18,美丽秘密
19,魅力飙升
20,网上淘艺术
21,报告
22,Refresh Recycle redesign 
23,打造
24,拯救社交脸盲症
25,盘活衣橱新观念
26,保湿这么做就对了
27,男人奔后
28,出模特范儿
29,的性渴望
30,2013/1/4
31,But 
32,爱你生一世
33,我就是
34,issN1005-1988
35,自我最
36,做升级的
37,时尚os
38,no .com
39,准刊号C11-332/(国内统一刊号
40,40
0,時
1,FEBRUARY2013 
2,金马奖编剧鲍鲸鲸
3,大33人
4,热恋8年
5,2月号邮发代号:46
6,林宥嘉
7,别你的人
8,封面女郎
9,费
10,何韵诗出柜告白
11,我的世界没有界限
12,型爱人女人
13,陶晶莹胡可/周海媚解密姐弟恋
14,着装终极段位
15,极致性感
16,极致帅
17,约会这样穿他会爱上你
18,春夏流行
19,换季预演
20,时尚杂志2013年第03期总第378期
21,IsN1005-1988
22,师女时代
23,www .hicosmo.com
24,9771005198139
25,ssN1005-1988(国际标准刊号)CN11-3327/GO(国内统一刊号)双刊总价:Y20(HKS30
26,26
0,FEBRUARY2013 
1,奇幻美妆漂流
2,男人如宠物
3,邮发代号:46-199
4,相处绝招
5,封面女郎
6,何韵诗出柜告白
7,不是潮人的潮人
8,韩式美容
9,19
10,全解析
11,款
12,别让干纹
13,变皱纹
14,学就会的
15,调情秘
16,www .hicosmo.com
17,SSN105-1988(国际标准刊号)CN11-3327/GO(国内统一刊号)
18,18
0,MARCH2013 
1,MARCH2013 
2,版权合
3,版权合作
4,倪妮
5,倪妮
6,被动江湖
7,美得感
8,爱得理性
9,3月号邮发代号:46-199
10,主动冒险
11,3月号邮发代号:46-199
12,刘晓庆
13,《破产女孩》
14,《屌丝女士》专访
15,最赚钱女制片
16,女人只有征服世界
17,凯特戴琳斯
18,才能真正征服男人
19,玛蒂娜希尔的
20,《泰》陈祉希
21,疯逆袭
22,野心比美貌更卖座
23,炎亚纶
24,几何图案
25,辈子要有
26,青春不老
